StockCode,Description,Orders,Units,Revenue,AvgPrice
85006,SET 4 NURSERY DES ROUND BOXES,37,3049,1289.31,2.546756756756757
85007,SET OF 3 VINTAGE TEA TIME BOXES,21,143,399.62,4.180454545454546
85008,SET OF 3 CONEY ISLAND OVAL BOXES,99,273,1083.74,5.270490196078431
85014A,BLACK/BLUE POLKADOT UMBRELLA,684,4660,22024.5,6.3242532005689895
85014B,RED RETROSPOT UMBRELLA,900,6196,31088.230000000003,6.706324972737186
85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,72,547,2270.73,6.527916666666666
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,90,1918,6664.45,6.064444444444446
85014a,BLACK/BLUE POLKADOT UMBRELLA,28,37,467.0,12.627741935483872
85014b,RED RETROSPOT UMBRELLA,35,45,567.74,12.60051282051282
85015,SET OF 12  VINTAGE POSTCARD SET,254,2923,2787.89,1.8537164750957855
85016,SET OF 6 VINTAGE NOTELETS KIT,167,1688,2056.16,2.3628823529411767
85017A,ENVELOPE 50 ROMANTIC IMAGES,174,1166,799.8,0.8275555555555556
85017B,ENVELOPE 50 BLOSSOM IMAGES,317,2251,1407.3899999999999,0.7544036697247707
85017C,ENVELOPE 50 CURIOUS IMAGES,119,1092,723.92,0.8073770491803278
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,10,15,63.75,4.25
85018B,S/6 PAPER BOXES BLOSSOM IMAGES,10,15,63.75,4.25
85018C,S/6 PAPER BOXES CURIOUS IMAGES,4,36,127.2,4.035
85018D,YULETIDE IMAGES S/6 PAPER BOXES,80,796,992.8499999999999,2.2120238095238096
85019A,ROMANTIC IMAGES NOTEBOOK SET,49,651,932.04,2.7157999999999998
85019B,BLOSSOM  IMAGES NOTEBOOK SET,47,718,982.47,2.304255319148936
85019C,CURIOUS  IMAGES NOTEBOOK SET,25,426,663.94,3.420769230769231
85020,ROUND PINK HEART MIRROR,58,251,558.69,2.58327868852459
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,10,22,56.099999999999994,2.55
85023B,EAU DE NILE JEWELLED PHOTOFRAME,38,293,682.35,2.526315789473684
85023C,PINK LARGE JEWELED PHOTOFRAME,11,23,58.65,2.55
85024A,CRYSTAL SMALL JEWELLED PHOTOFRAME,1,1,1.65,1.65
85024B,EAU DE NILE JEWELLED PHOTOFRAME,20,218,330.9,1.6404761904761902
85024C,PINK SMALL JEWELLED PHOTOFRAME,42,100,165.0,1.65
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,95,571,988.7599999999999,2.156262626262626
85025C,PINK HEART SHAPE PHOTO FRAME,125,728,1302.53,2.0603787878787876
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,29,310,376.05,1.0936666666666668
85027L,FRENCH CHATEAU LARGE PLATTER,40,191,546.45,4.730487804878049
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,27,271,654.01,5.863333333333333
85028S,FRENCH CHATEAU SMALL FRUITBOWL,33,430,656.82,3.327058823529412
85030,FRENCH CHATEAU OVAL PLATTER,29,211,531.4499999999999,5.05344827586207
85031A,ROMANTIC IMAGES SCRAP BOOK SET,102,477,943.44,3.543627450980392
85031B,BLOSSOM IMAGES SCRAP BOOK SET,85,496,896.09,3.3798823529411766
85031C,CURIOUS IMAGES SCRAP BOOK SET,106,481,1017.48,3.508317757009346
85032A,ROMANTIC IMAGES GIFT WRAP SET,161,1447,1336.1100000000001,1.278827160493827
85032B,BLOSSOM IMAGES GIFT WRAP SET,152,982,953.34,1.265657894736842
85032C,CURIOUS IMAGES GIFT WRAP SET,161,892,959.19,1.3707361963190186
85032D,YULETIDE IMAGES GIFT WRAP SET,133,1190,1411.48,1.4382191780821918
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,32,236,376.05,2.742424242424242
85033S,SET/6 SILVER REINDEER T-LIGHTS,49,258,317.35,1.567
85034A,3 GARDENIA MORRIS BOXED CANDLES,135,856,2407.32,3.906027397260274
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,152,1191,2640.64,3.3076923076923075
85034C,3 ROSE MORRIS BOXED CANDLES,197,1321,2638.12,2.9547115384615386
85034a,3 GARDENIA MORRIS BOXED CANDLES,3,3,24.869999999999997,8.29
85034b,3 WHITE CHOC MORRIS BOXED CANDLES,1,1,8.29,8.29
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,178,659,2412.81,4.363789473684211
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,131,996,2586.01,3.936934306569343
85035C,ROSE 3 WICK MORRIS BOX CANDLE,197,1365,2740.54,3.2742105263157892
85035a,GARDENIA 3 WICK MORRIS BOXED CANDLE,3,4,33.88,8.47
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,6,6,50.82000000000001,8.47
85035c,ROSE 3 WICK MORRIS BOX CANDLE,2,3,25.410000000000004,8.47
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,165,622,2401.96,4.131502890173411
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,87,604,1555.6599999999999,3.0873863636363637
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,128,881,1641.77,3.06
85036a,GARDENIA 1 WICK MORRIS BOXED CANDLE,1,2,16.58,8.29
85036b,CHOCOLATE 1 WICK MORRIS BOX CANDLE,2,3,25.410000000000004,8.47
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,382,2897,6040.84,2.5034313725490196
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,251,1464,1687.9299999999998,1.636550387596899
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,266,1666,2200.0499999999997,1.662846715328467
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,114,545,531.2099999999999,1.7115
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,44,67,222.53,3.321276595744681
85039b,S/4 IVORY MINI ROSE CANDLE IN BOWL,1,4,13.44,3.36
85040A,S/4 PINK FLOWER CANDLES IN BOWL,400,2067,3646.6099999999997,1.9812740384615384
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,252,2465,3840.2999999999997,1.7459073359073358
85040a,S/4 PINK FLOWER CANDLES IN BOWL,34,51,169.75,3.3249999999999997
85040b,SET/4 BLUE FLOWER CANDLES IN BOWL,3,7,23.519999999999996,3.36
85041,SET/4 PINK ORCHID CANDLES IN BOWL,92,1853,2489.87,1.7864210526315787
85042,ANTIQUE LILY FAIRY LIGHTS,292,2685,12234.56,4.9809797297297305
85043,RED HEART CANDY POP LIGHTS,1,1,4.95,4.95
85044,RED REINDEER STRING OF 20 LIGHTS,40,149,801.4,6.930249999999999
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,83,476,2264.09,5.607701149425288
85047,WHITE BEADED GARLAND STRING 20LIGHT,236,1051,6664.329999999999,7.060333333333333
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,517,2749,21779.2,9.235522935779816
85049A,TRADITIONAL CHRISTMAS RIBBONS,667,6328,8351.15,1.4553286713286713
85049B,LUSH GREENS RIBBONS,338,2132,2660.8,1.3159064327485381
85049C,ROMANTIC PINKS RIBBONS,500,3018,3793.8,1.3429206963249516
85049D,BRIGHT BLUES RIBBONS,400,2372,2975.46,1.3200485436893203
85049E,SCANDINAVIAN REDS RIBBONS,830,6511,8733.76,1.4826417233560092
85049F,BABY BOOM RIBBONS,314,2133,2662.75,1.3115432098765432
85049G,CHOCOLATE BOX RIBBONS,510,3890,4798.65,1.3751119402985073
85049H,URBAN BLACK RIBBONS,334,2075,2079.69,1.1588888888888889
85049a,TRADITIONAL CHRISTMAS RIBBONS,51,499,1669.6399999999999,3.317735849056604
85049b,LUSH GREENS RIBBONS,3,4,9.94,2.4766666666666666
85049c,ROMANTIC PINKS RIBBONS,1,1,2.46,2.46
85049d,BRIGHT BLUES RIBBONS,2,2,4.92,2.46
85049e,SCANDINAVIAN REDS RIBBONS,61,297,990.69,3.303174603174603
85049g,CHOCOLATE BOX RIBBONS,52,115,281.44,2.43
85050,FRENCH ENAMEL SOAP DISH WITH LID,1,48,100.80000000000001,2.1
85053,FRENCH ENAMEL CANDLEHOLDER,378,2037,4382.22,2.629020618556701
85054,FRENCH ENAMEL POT W LID,204,919,2506.8300000000004,3.500095238095238
85055,FRENCH ENAMEL UTENSIL HOLDER,107,369,1484.31,4.680877192982456
85059,FRENCH ENAMEL WATER BASIN,211,702,2403.64,4.291355140186916
85060,WOOD FAN WITH FLOWER DESIGN,87,1448,1745.62,1.405909090909091
85061W,WHITE JEWELLED HEART DECORATION,469,6380,5516.009999999999,1.0807407407407408
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,342,3971,6509.549999999999,1.8002840909090907
85063,CREAM SWEETHEART MAGAZINE RACK,180,308,5426.74,18.89911111111111
85064,CREAM SWEETHEART LETTER RACK,279,1785,8305.210000000001,6.198775510204082
85065,CREAM SWEETHEART TRAYS,256,620,7524.44,13.5696875
85066,CREAM SWEETHEART MINI CHEST,929,3128,39173.65,14.14219537815126
85067,CREAM SWEETHEART WALL CABINET,175,502,8309.69,20.285777777777778
85068,CREAM SWEETHEART SHELF + HOOKS,197,960,6647.24,8.65251256281407
85069,CREAM SWEETHEART DOUBLE SHELF,1,3,50.849999999999994,16.95
85070,ANT WHITE SWEETHEART TABLE W 3 DRAW,3,3,320.0,106.66666666666667
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,147,1913,1433.39,1.2739333333333334
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,165,2436,1352.96,1.2971428571428572
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",141,1291,852.53,1.6817482517482516
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,112,890,564.16,1.293391304347826
85072,OCCASIONS GIFT CARD ASSORTMENT,1,120,66.0,0.55
85077,KISSING REINDEER TABLE RUNNER,1,1,5.95,5.95
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,162,2284,1079.44,1.5183734939759037
85079,EMBROIDERED REINDEER DECORATION,8,23,32.25,1.4144444444444444
85080,PADDED RED HEART DECORATION,22,113,55.76,0.5331818181818182
85081,PADDED HOLLY CHRISTMAS DECORATION,21,104,46.17,0.45772727272727276
85083,KISS REINDEER SCANDINAVIAN STOCKING,2,5,12.75,2.55
85084,HOLLY TOP CHRISTMAS STOCKING,84,682,681.4,1.0668965517241378
85086A,CANDY SPOT HEART DECORATION,152,587,568.73,1.1639869281045752
85087,CANDY SPOT CUSHION COVER,146,421,1401.1100000000001,3.6622448979591837
85088,CANDY SPOT HAND BAG,78,347,723.85,2.3424050632911393
85089,CANDY SPOT BUNNY,29,99,317.54,3.9010000000000002
85090,CANDY SPOT APRON,53,106,559.2800000000001,5.87925925925926
85091,CANDY SPOT BREAD BASKETS,20,343,548.81,5.513
85092,CANDY SPOT TEA COSY,24,391,622.57,4.058333333333333
85093,CANDY SPOT EGG WARMER HARE,152,1362,1093.72,1.201103896103896
85094,CANDY SPOT EGG WARMER RABBIT,108,761,363.5,0.8520183486238532
85095,THREE CANVAS LUGGAGE TAGS,49,175,261.04,1.7990000000000002
85096,HILDA CANDY SPOT RABBIT,66,166,692.16,4.591304347826087
85097B,BLUE ROCKING SINGING CANARY,40,106,417.17,4.135365853658537
85098B,BLUE FLYING SINGING CANARY,114,366,1456.94,4.695043478260869
85099B,JUMBO BAG RED RETROSPOT,3989,98175,183136.14,2.333436359211487
85099C,JUMBO  BAG BAROQUE BLACK WHITE,1868,31153,60103.56,2.4097338204592904
85099F,JUMBO BAG STRAWBERRY,1830,37072,68382.73,2.2961324786324786
85099b,JUMBO BAG RED RETROSPOT,25,419,2111.64,4.89
85099c,JUMBO  BAG BAROQUE BLACK WHITE,10,17,85.17,4.975
85099f,JUMBO BAG STRAWBERRY,25,213,1077.08,5.056296296296296
85103,SILVER T-LIGHT SETTING,87,317,2153.43,7.735057471264368
85104,SILVER GLASS T-LIGHT SET,56,359,1048.0900000000001,3.1273333333333335
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,59,1202,2318.44,2.4529032258064514
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,70,1215,2305.39,2.4286301369863015
85109,PINK BOUDOIR T-LIGHT HOLDER,20,4211,475.43,0.787
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,23,11520,1138.04,0.6665217391304348
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,77,2919,969.15,0.7621518987341771
85112,S/3 TEAR DROP CUT GLASS DECORATION,34,465,412.77,1.6549999999999998
85113,POLKA DOT PISTACHIO PAIL,48,285,591.6600000000001,2.310612244897959
85114A,BLACK ENCHANTED FOREST PLACEMAT,103,1410,2341.8399999999997,1.9615887850467288
85114B,IVORY ENCHANTED FOREST PLACEMAT,223,2066,3731.39,2.138051948051948
85114C,RED ENCHANTED FOREST PLACEMAT,161,1221,2335.7799999999997,1.9716666666666667
85114a,BLACK ENCHANTED FOREST PLACEMAT,17,56,185.64000000000001,3.3105882352941176
85114b,IVORY ENCHANTED FOREST PLACEMAT,19,56,186.76000000000002,3.3194736842105264
85114c,RED ENCHANTED FOREST PLACEMAT,42,188,622.72,3.3144186046511632
85115B,S/4 BLACK DISCO PARTITION PANEL,2,6,37.62,6.27
85116,BLACK CANDELABRA T-LIGHT HOLDER,181,2040,2480.9,1.5695431472081218
85117,NIGHTINGALE COATHOOK WHITE,61,347,594.3199999999999,2.2267213114754094
85118,HEART T-LIGHT HOLDER,81,2124,1179.42,1.2364285714285714
85119,WATERING CAN SINGLE HOOK PISTACHIO,39,414,570.84,1.757073170731707
85121B,RETRO LAUNDRY TUB PINK,48,86,936.74,12.071875
85121C,RETRO LAUNDRY TUB PISTACHIO,53,98,918.91,9.960943396226416
85123A,WHITE HANGING HEART T-LIGHT HOLDER,5365,96027,262768.47000000003,3.0762526652452027
85123a,WHITE HANGING HEART T-LIGHT HOLDER,99,597,3992.39,6.547821782178218
85123b,ZINC HANGING HEART T-LITE HLDR,1,1,6.04,6.04
85124A,PINK JUICY FRUIT PHOTO FRAME,95,377,1037.1299999999999,3.2044210526315786
85124B,BLUE JUICY FRUIT PHOTO FRAME,102,366,971.6199999999999,2.970285714285714
85124C,GREEN JUICY FRUIT PHOTO FRAME,121,449,1185.05,3.015748031496063
85124a,PINK JUICY FRUIT PHOTO FRAME,9,10,50.599999999999994,5.06
85124b,BLUE JUICY FRUIT PHOTO FRAME,2,2,10.23,5.115
85124c,GREEN JUICY FRUIT PHOTO FRAME,2,3,15.18,5.06
85125,SMALL ROUND CUT GLASS CANDLESTICK,62,313,1520.19,5.46546875
85126,LARGE ROUND CUTGLASS CANDLESTICK,34,156,1069.16,7.093999999999999
85127,SMALL SQUARE CUT GLASS CANDLESTICK,81,289,1785.46,6.918275862068965
85128,PLANTPOT SINGLE HOOK PISTACHIO,4,167,188.95000000000002,2.4125
85129A,"WHITE PEARL BEADED HEART, SMALL",75,444,569.16,1.427
85129B,BEADED CRYSTAL HEART GREEN SMALL,56,254,342.62,1.7149999999999999
85129C,BEADED CRYSTAL HEART BLUE SMALL,65,417,545.24,1.6097101449275362
85129D,BEADED CRYSTAL HEART PINK SMALL,168,796,1199.83,1.8998245614035087
85130A,BEADED PEARL HEART WHITE LARGE,86,712,1220.84,1.8583516483516482
85130B,BEADED CRYSTAL HEART GREEN LARGE,83,912,921.69,1.718214285714286
85130C,BEADED CRYSTAL HEART BLUE  LARGE,68,659,737.89,1.3602898550724638
85130D,BEADED CRYSTAL HEART PINK LARGE,107,793,967.0999999999999,1.7803603603603604
85131A,BEADED PEARL HEART WHITE ON STICK,199,2082,1686.8799999999999,0.9774019607843136
85131B,BEADED CRYSTAL HEART GREEN ON STICK,216,979,757.0899999999999,0.8599555555555555
85131C,BEADED CRYSTAL HEART BLUE ON STICK,72,446,326.1,0.9381081081081082
85131D,BEADED CRYSTAL HEART PINK ON STICK,267,1465,1111.4099999999999,0.8726811594202898
85132A,CHARLIE + LOLA BISCUITS TINS,250,1359,5249.68,6.671945525291829
85132B,CHARLIE AND LOLA TABLE TINS,123,922,2795.9,5.05015873015873
85132C,CHARLIE AND LOLA FIGURES TINS,302,2069,5881.19,5.052806451612903
85132a,CHARLIE + LOLA BISCUITS TINS,10,12,177.59,14.799166666666666
85132b,CHARLIE AND LOLA TABLE TINS,10,10,95.83999999999999,9.584
85132c,CHARLIE AND LOLA FIGURES TINS,4,4,46.099999999999994,11.524999999999999
85135A,YELLOW DRAGONFLY HELICOPTER,63,94,754.59,8.032380952380953
85135B,BLUE DRAGONFLY HELICOPTER,115,174,1413.0,8.114626865671642
85135C,RED DRAGONFLY HELICOPTER,111,179,1459.8300000000002,8.172926829268292
85136A,YELLOW SHARK HELICOPTER,106,155,1261.1100000000001,8.13271186440678
85136B,BLUE SHARK HELICOPTER,47,59,473.77000000000004,8.020638297872342
85136C,RED SHARK HELICOPTER,122,189,1533.27,8.1315503875969
85141,JARDIN ETCHED GLASS FRUITBOWL,71,182,1286.44,8.083424657534247
85142,JARDIN ETCHED GLASS GINGER JAR,34,57,502.58,9.403823529411765
85144,JARDIN ETCHED GLASS CHEESE DISH,70,288,1054.1,5.337671232876712
85145,JARDIN ETCHED GLASS LARGE BELL JAR,30,91,809.05,9.403333333333334
85146,JARDIN ETCHED GLASS SMALL BELL JAR,29,118,599.38,5.614516129032259
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,16,61,301.95,4.95
85150,LADIES & GENTLEMEN METAL SIGN,1110,8512,20650.38,3.008575174825175
85151,WELCOME METAL SIGN,8,44,55.0,1.25
85152,HAND OVER THE CHOCOLATE   SIGN,1460,16603,31976.56,2.3120425815036594
85157,SET OF 2 CHESTS CHOCOLAT AU LAIT,1,1,12.72,12.72
85159A,"BLACK TEA,COFFEE,SUGAR JARS",82,494,1261.68,6.344457831325301
85159B,"WHITE TEA,COFFEE,SUGAR JARS",88,659,1503.5,4.945227272727273
85159b,"WHITE TEA,COFFEE,SUGAR JARS",1,1,13.0,13.0
85160A,WHITE BIRD GARDEN DESIGN MUG,32,8816,1493.75,5.4087499999999995
85160B,BLACK BIRD GARDEN DESIGN MUG,36,6155,1032.7,3.282162162162162
85160a,WHITE BIRD GARDEN DESIGN MUG,3,8,129.04,16.13
85160b,BLACK BIRD GARDEN DESIGN MUG,1,1,16.13,16.13
85161,ACRYLIC GEOMETRIC LAMP,32,51,863.85,18.25212121212121
85162A,SILVER RETRODISC LAMPSHADE,20,607,1234.27,3.6155
85162B,BLACK RETRODISC LAMPSHADE,13,977,1905.15,1.9499999999999997
85162C,WHITE RETRODISC LAMPSHADE,46,904,1841.7,3.1149999999999998
85163A,WHITE BAROQUE WALL CLOCK,57,103,1058.17,12.29877192982456
85163B,BLACK BAROQUE WALL CLOCK,66,115,1268.6599999999999,14.094090909090909
85164B,BLACK BAROQUE CUCKOO CLOCK,65,140,1825.1799999999998,16.834
85164b,BLACK BAROQUE CUCKOO CLOCK,1,1,26.04,26.04
85165,CANDY PINK FRENCH BOUDOIR CLOCK,58,90,872.76,10.221379310344828
85166A,WHITE METAL BAROQUE PHOTO FRAME,12,77,158.9,4.676666666666667
85166B,BLACK METAL BAROQUE PHOTO FRAME,38,510,864.1,3.8473684210526313
85167A,WHITE GRAND BAROQUE PHOTO FRAME,14,176,396.8,4.235714285714286
85167B,BLACK GRAND BAROQUE PHOTO FRAME,59,727,1493.53,4.204375
85168A,WHITE BAROQUE CARRIAGE CLOCK,15,22,218.89999999999998,9.95
85168B,BLACK BAROQUE CARRIAGE CLOCK,52,72,652.17,9.157884615384615
85169A,IVORY LOVE BIRD CANDLE,151,1281,1423.33,1.3984999999999999
85169B,BLACK LOVE BIRD CANDLE,93,481,571.68,1.5204
85169C,EAU DE NIL LOVE BIRD CANDLE,71,506,569.33,1.388472222222222
85169D,PINK LOVE BIRD CANDLE,88,522,606.49,1.5106741573033706
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,84,849,1587.16,2.552941176470588
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,58,293,496.91,2.5824193548387098
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,107,549,1009.85,2.8061467889908256
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,151,727,1311.09,2.8672903225806454
85171,S/2 HYACINTH BULB CANDLES,1,1,2.55,2.55
85172,HYACINTH BULB T-LIGHT CANDLES,150,4447,2348.48,1.1986075949367088
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,150,1021,1841.25,2.9478571428571425
85174,S/4 CACTI CANDLES,357,1521,7491.04,6.631798941798942
85175,CACTI T-LIGHT CANDLES,442,15842,6774.78,1.1199778761061947
85176,SEWING SUSAN 21 NEEDLE SET,306,2776,2331.3799999999997,1.1518037974683544
85177,BASKET OF FLOWERS SEWING KIT,143,1837,1533.28,1.0074999999999998
85178,VICTORIAN SEWING KIT,313,5623,6212.07,1.373855421686747
85179A,GREEN BITTY LIGHT CHAIN,70,221,534.34,3.367123287671233
85179B,WHITE BITTY LIGHT CHAIN,45,246,1056.6,5.192666666666667
85179C,PINK BITTY LIGHT CHAIN,40,116,257.15,3.185
85179a,GREEN BITTY LIGHT CHAIN,2,2,11.780000000000001,5.890000000000001
85180A,RED HEARTS LIGHT CHAIN,99,629,1636.42,3.9513
85180B,PINK HEARTS LIGHT CHAIN,67,365,1031.48,4.240571428571429
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,141,1512,2275.75,2.3574825174825174
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,171,1775,2799.2599999999998,2.462342857142857
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,7,14,41.300000000000004,2.95
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,345,2288,4930.06,3.3322857142857143
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,66,8311,4546.78,3.496818181818182
85184c,S/4 VALENTINE DECOUPAGE HEART BOX,6,6,35.35,5.891666666666667
85184d,S/4 BLUE ROUND DECOUPAGE BOXES,1,1,5.91,5.91
85185B,PINK HORSE SOCK PUPPET,182,613,1917.2600000000002,3.5199489795918373
85185C,COW  SOCK PUPPET,27,58,171.10000000000002,2.95
85185D,FROG SOCK PUPPET,66,197,642.01,3.738970588235294
85185E,DUCK SOCK PUPPET,2,4,11.8,2.95
85185F,LION SOCK PUPPET,19,37,109.15,2.95
85186A,EASTER BUNNY GARLAND OF FLOWERS,159,1476,688.42,0.6184049079754601
85186B,BUNNY BUNCH OF FLOWERS,2,14,5.88,0.42
85186C,BUNNY EGG GARLAND,152,1400,658.19,0.6046794871794872
85187,S/12 MINI RABBIT EASTER,109,480,818.1299999999999,1.9429203539823008
85188A,GREEN METAL SWINGING BUNNY,105,944,824.9699999999999,1.0245714285714285
85188B,PINK METAL SWINGING BUNNY,74,748,660.88,1.0734210526315788
85189,HANGING BUTTERFLY  EGG,68,1176,967.9499999999999,0.9401449275362319
85190,PINK FLOWER HANGING HEART,17,138,122.46,1.153529411764706
85192S,HANGING SPRING FLOWER HEART SMALL,2,3,1.9500000000000002,0.65
85194L,HANGING SPRING FLOWER EGG LARGE,147,1818,1560.6299999999999,1.0477551020408162
85194S,HANGING SPRING FLOWER EGG SMALL,131,1760,889.46,0.783233082706767
85195,HANGING HEART BASKET,17,146,269.44000000000005,2.205294117647059
85196,EASTER BUNNIES ON A STICK,71,1564,831.0400000000001,0.875492957746479
85197,SET OF 12 MINI BUNNIES IN A BUCKET,74,1669,959.46,2.0594736842105266
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,51,3859,1469.4999999999998,1.0133962264150944
85199L,LARGE HANGING IVORY & RED WOOD BIRD,272,3545,2344.15,0.834270462633452
85199S,SMALL HANGING IVORY/RED WOOD BIRD,486,6143,2849.99,0.585893909626719
85200,BUNNY EGG BOX,105,1045,1319.09,1.3532075471698113
85202,HANGING WOOD AND FELT HEART,208,1217,577.65,0.584027149321267
85203,HANGING WOOD AND FELT BUTTERFLY,224,1467,669.27,0.5685836909871245
85204,HANGING WOOD AND FELT FLOWER,154,2354,461.74,0.39968354430379743
85205A,IVORY FELT EASTER RABBIT GARLAND,21,66,168.29999999999998,2.55
85205B,PINK FELT EASTER RABBIT GARLAND,61,241,669.38,3.193064516129032
85206A,CREAM FELT EASTER EGG BASKET,318,2351,4022.5099999999998,1.8076160990712076
85206B,PINK FELT EASTER EGG BASKET,183,1538,2477.2999999999997,1.8157065217391304
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,87,424,845.34,2.1524444444444444
85211,S/4 GROOVY CAT MAGNETS,75,306,467.4,2.055128205128205
85212,MINI PAINTED GARDEN DECORATION,121,2835,1103.1999999999998,0.7381967213114754
85213,MINI  ZINC GARDEN DECORATIONS,80,1379,830.66,1.0585185185185184
85214,TUB 24 PINK FLOWER PEGS,169,531,914.2799999999999,1.8330113636363634
85215,ASSORTED CHEESE FRIDGE MAGNETS,66,838,648.44,1.657391304347826
85216,ASSORTED CAKES FRIDGE MAGNETS,187,2861,2162.02,2.0155555555555553
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,164,2869,1981.8500000000001,1.7262424242424241
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,2,1992,625.1999999999999,0.875
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,5,12236,6875.0,1.3
85221,ASSORTED COLOUR SILK COIN PURSE,47,3558,1685.46,1.0245833333333334
85222,ASSORTED COLOUR SILK COSMETIC PURSE,50,1406,1579.68,2.2184615384615385
85224,ASSORTED COLOUR SILK GLASSES CASE,61,2004,1120.96,1.9365625
85225,BLING KEY RING STAND,11,19,22.5,1.2045454545454546
85226A,WHITE/BLUE PULL BACK RACING CAR,144,1714,933.07,0.7360264900662251
85226C,BLUE PULL BACK RACING CAR,83,989,522.3100000000001,0.7651190476190476
85227,SET OF 6 3D KIT CARDS FOR KIDS,442,3520,3169.02,1.1165180467091296
85230A,OPIUM SCENTED VOTIVE CANDLE,48,1992,497.03999999999996,0.2683333333333333
85230B,CINNAMON SCENTED VOTIVE CANDLE,68,2192,581.92,0.2787323943661972
85230C,ROSE SCENTED VOTIVE CANDLE,1,24,6.959999999999999,0.29
85230D,VANILLA SCENTED VOTIVE CANDLE,1,24,6.959999999999999,0.29
85230E,STRAWBRY SCENTED VOTIVE CANDLE,66,2445,628.41,0.27545454545454545
85230F,JASMINE VOTIVE CANDLE,62,2970,732.66,0.27730158730158727
85230G,ORANGE VOTIVE CANDLE,46,1728,439.67999999999995,0.26999999999999996
85231B,CINAMMON SET OF 9 T-LIGHTS,384,2153,1977.3799999999999,1.0547921760391197
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,106,835,695.23,0.9473831775700935
85231G,ORANGE SCENTED SET/9 T-LIGHTS,253,1496,1304.06,0.9940892193308549
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,116,1039,838.3499999999999,0.914915254237288
85231b,CINAMMON SET OF 9 T-LIGHTS,4,4,6.58,1.645
85231e,STRAWBERRY SCENTED SET/9 T-LIGHTS,1,1,1.66,1.66
85231g,ORANGE SCENTED SET/9 T-LIGHTS,6,6,9.78,1.63
85232A,SET/3 POLKA DOT STACKING TINS,138,375,1889.88,5.423597122302159
85232B,SET/3 RUSSIAN DOLL STACKING TINS,539,3082,15436.480000000001,5.7597826086956525
85232C,RUSSIAN FOLKART STACKING TINS,1,1,4.95,4.95
85232D,SET/3 DECOUPAGE STACKING TINS,223,710,3696.8700000000003,6.000394736842106
85232a,SET/3 POLKA DOT STACKING TINS,2,2,20.34,10.17
85232b,SET/3 RUSSIAN DOLL STACKING TINS,22,25,254.47,10.18
85232d,SET/3 DECOUPAGE STACKING TINS,1,1,10.17,10.17
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,21,33,198.98000000000002,6.049047619047619
